Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Swimming stroke count(count),Weather: Humidity(%),Weather: Temperature(degF)
2022-04-14 12:50:12 - 2022-04-14 13:22:44,94.230,Walking,0.943,1951.555,61.319,658.733,593.672,1.000,0.000,0.000,0.000,0.000,85.608,86.042,3.645,,,,38.000,46.400
2022-04-16 01:21:00 - 2022-04-16 01:40:15,62.289,Walking,0.856,1155.415,,,,1.000,0.000,0.000,0.000,0.000,96.314,111.000,3.909,,,,,
2022-04-16 13:50:01 - 2022-04-16 14:22:26,113.441,Walking,1.316,1945.405,8.629,600.364,595.940,1.000,0.000,0.000,0.000,0.000,103.698,111.000,4.290,,,,47.000,46.400
2022-04-17 15:07:55 - 2022-04-17 15:48:49,157.543,Walking,2.072,2454.789,83.825,903.361,867.341,1.000,0.000,0.000,0.000,0.000,96.864,98.254,4.583,,,,53.000,39.200
2022-04-18 10:42:34 - 2022-04-18 11:02:48,81.069,Walking,1.113,1214.032,27.329,609.813,588.384,1.000,0.000,0.000,0.000,0.000,94.761,96.351,4.771,,,,87.000,37.400
2022-04-21 08:32:29 - 2022-04-21 08:49:15,65.133,Walking,0.861,1006.073,,600.652,588.055,1.000,0.000,0.000,0.000,0.000,90.273,91.445,4.653,,,,76.000,50.000
2022-04-21 13:25:34 - 2022-04-21 13:48:44,90.784,Walking,1.116,1233.311,12.041,599.946,591.333,1.000,0.000,0.000,0.000,0.000,94.157,96.436,4.677,,,,52.000,64.400
2022-04-22 08:24:02 - 2022-04-22 08:46:40,99.809,Walking,1.090,1357.447,23.589,600.547,589.147,1.000,0.000,0.000,0.000,0.000,96.265,97.424,5.030,,,,72.000,48.200
2022-04-23 23:39:37 - 2022-04-24 00:01:10,61.065,Walking,0.827,1293.076,,598.372,595.557,1.000,0.000,0.000,0.000,0.000,95.991,101.000,3.323,,,,50.000,73.400
2022-04-24 18:14:31 - 2022-04-24 18:43:31,92.106,Walking,0.871,1740.394,18.340,601.874,575.427,1.000,0.000,0.000,0.000,0.000,77.536,96.000,3.853,,,,65.000,69.800
2022-04-25 08:14:02 - 2022-04-25 08:39:59,75.722,Walking,1.084,1278.708,11.220,625.375,593.844,1.000,0.000,0.000,0.000,0.000,87.359,88.230,4.617,,,,57.000,51.800
2022-04-25 09:56:52 - 2022-04-25 10:26:53,284.290,Cycling (Indoor),,1801.053,,,,0.133,0.333,0.534,0.000,0.000,128.792,146.000,9.372,,,,55.000,53.600
2022-04-25 09:56:54 - 2022-04-25 10:27:00,400.000,Cycling (Indoor),9.630,1806.000,,,,0.118,0.294,0.588,0.000,0.000,131.346,151.000,,19.200,21.000,,,
2022-04-25 11:53:18 - 2022-04-25 12:07:50,63.184,Walking,0.662,872.167,7.710,623.162,590.036,1.000,0.000,0.000,0.000,0.000,102.923,105.250,5.039,,,,51.000,55.400
2022-04-25 16:00:28 - 2022-04-25 16:38:11,122.461,Functional Strength Training,,2262.388,,,,0.571,0.143,0.286,0.000,0.000,106.531,145.000,3.953,,,,52.000,50.000
2022-04-26 09:21:38 - 2022-04-26 09:29:45,30.938,Walking,0.441,487.072,8.399,615.039,583.383,1.000,0.000,0.000,0.000,0.000,99.559,99.559,4.628,,,,,
2022-04-26 11:53:32 - 2022-04-26 12:05:01,68.027,Functional Strength Training,,689.428,,,,0.000,1.000,0.000,0.000,0.000,116.898,116.898,6.348,,,,59.000,42.800
2022-04-26 14:04:36 - 2022-04-26 14:23:49,111.744,Walking,1.169,1153.326,21.129,625.564,589.435,1.000,0.000,0.000,0.000,0.000,98.135,98.427,6.274,,,,48.000,46.400
2022-04-26 16:48:58 - 2022-04-26 17:02:27,82.129,Cycling,2.340,809.345,29.167,604.732,590.950,0.000,0.000,1.000,0.000,0.000,137.453,137.453,6.807,,,,42.000,50.000
2022-04-26 19:24:39 - 2022-04-26 19:40:20,84.877,Cycling,2.454,941.038,39.304,611.143,590.538,0.000,0.000,1.000,0.000,0.000,149.030,153.310,6.265,,,,53.000,44.600
2022-04-27 09:57:43 - 2022-04-27 10:19:08,105.409,Walking,1.113,1284.820,24.213,610.126,591.359,1.000,0.000,0.000,0.000,0.000,103.598,105.587,5.480,,,,61.000,39.200
2022-04-27 10:32:30 - 2022-04-27 10:48:12,84.847,Yoga,,942.305,,,,1.000,0.000,0.000,0.000,0.000,93.220,99.904,5.955,,,,,
2022-04-27 10:32:58 - 2022-04-27 10:47:58,56.000,Yoga (Indoor),,900.000,,,,,,,,,,,,,,,,
2022-04-27 10:51:35 - 2022-04-27 11:03:35,67.930,Functional Strength Training,,720.736,,,,0.500,0.500,0.000,0.000,0.000,118.559,122.907,6.174,,,,,
2022-04-27 17:13:45 - 2022-04-27 17:27:50,65.307,Walking,0.663,844.991,11.516,613.219,588.792,1.000,0.000,0.000,0.000,0.000,95.946,97.335,5.273,,,,65.000,37.400
2022-04-27 17:28:06 - 2022-04-27 17:33:59,24.426,Functional Strength Training,,352.445,,,,1.000,0.000,0.000,0.000,0.000,102.304,102.304,4.993,,,,65.000,37.400
2022-04-27 17:34:08 - 2022-04-27 17:42:45,33.973,Walking,0.432,516.642,21.654,601.510,590.770,1.000,0.000,0.000,0.000,0.000,95.425,95.425,4.710,,,,65.000,37.400
2022-04-27 17:50:40 - 2022-04-27 18:05:02,66.177,Functional Strength Training,,862.200,,,,1.000,0.000,0.000,0.000,0.000,94.399,111.000,5.231,,,,64.000,37.400
2022-04-27 18:09:26 - 2022-04-27 18:38:26,124.396,Traditional Strength Training,,1740.129,,,,1.000,0.000,0.000,0.000,0.000,78.695,114.429,2.858,,,,66.000,37.400
2022-04-27 18:28:50 - 2022-04-27 18:38:50,62.000,Functional Strength Training (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,107.000,107.000,,,,,,
2022-04-27 18:45:47 - 2022-04-27 19:13:16,114.709,Walking,1.159,1648.472,23.130,604.166,591.814,1.000,0.000,0.000,0.000,0.000,94.425,99.208,4.804,,,,70.000,35.600
2022-04-27 21:13:56 - 2022-04-27 21:24:56,31.000,Preparation and Recovery (Indoor),,660.000,,,,1.000,0.000,0.000,0.000,0.000,61.000,61.000,,,,,,
2022-04-27 21:14:53 - 2022-04-27 21:35:46,104.474,Cooldown,,1252.642,,,,1.000,0.000,0.000,0.000,0.000,95.662,105.000,5.207,,,,76.000,35.600
2022-04-28 08:28:03 - 2022-04-28 08:36:39,42.713,Walking,0.454,515.509,,607.780,593.150,1.000,0.000,0.000,0.000,0.000,92.359,92.359,5.585,,,,69.000,42.800
2022-04-28 08:37:00 - 2022-04-28 08:44:31,31.293,Functional Strength Training,,450.752,,,,1.000,0.000,0.000,0.000,0.000,102.667,102.667,4.886,,,,,
2022-04-28 08:44:38 - 2022-04-28 08:53:13,30.816,Walking,0.447,514.543,,614.565,595.904,1.000,0.000,0.000,0.000,0.000,96.066,96.066,4.433,,,,,
2022-04-28 11:56:32 - 2022-04-28 12:30:31,136.309,Functional Strength Training,,1577.931,,,,0.333,0.500,0.167,0.000,0.000,122.223,141.000,6.042,,,,58.000,48.200
2022-04-29 08:49:26 - 2022-04-29 09:12:59,95.323,Walking,1.076,1335.390,14.862,612.374,581.644,1.000,0.000,0.000,0.000,0.000,88.908,95.262,5.774,,,,51.000,50.000
2022-04-29 10:06:37 - 2022-04-29 11:53:03,104.860,Functional Strength Training,,2387.290,,,,1.000,0.000,0.000,0.000,0.000,68.341,80.565,2.699,,,,50.000,50.000
2022-04-29 12:13:03 - 2022-04-29 12:37:27,62.081,Walking,0.694,1053.982,21.424,609.939,590.392,1.000,0.000,0.000,0.000,0.000,84.454,100.000,8.706,,,,44.000,57.200
2022-04-29 12:41:41 - 2022-04-29 12:53:42,58.848,Functional Strength Training,,721.171,,,,1.000,0.000,0.000,0.000,0.000,106.805,106.805,5.537,,,,44.000,57.200
2022-04-30 10:56:29 - 2022-04-30 11:12:30,67.307,Walking,0.730,961.619,,601.190,591.538,1.000,0.000,0.000,0.000,0.000,92.209,93.100,4.808,,,,67.000,57.200
2022-05-02 09:07:22 - 2022-05-02 09:19:31,56.485,Walking,0.639,729.872,3.379,619.460,597.464,1.000,0.000,0.000,0.000,0.000,87.563,88.338,5.273,,,,,
2022-05-02 09:19:48 - 2022-05-02 09:34:29,61.147,Functional Strength Training,,880.234,,,,1.000,0.000,0.000,0.000,0.000,103.778,103.778,5.007,,,,,
2022-05-02 09:34:41 - 2022-05-02 09:43:21,38.069,Walking,0.412,520.271,,657.044,600.223,1.000,0.000,0.000,0.000,0.000,93.223,93.223,5.063,,,,,
2022-05-02 10:08:08 - 2022-05-02 10:20:11,56.167,Functional Strength Training,,722.231,,,,0.750,0.250,0.000,0.000,0.000,111.988,117.000,5.368,,,,68.000,50.000
2022-05-02 10:40:27 - 2022-05-02 11:15:28,348.033,Cycling (Indoor),,2100.271,,,,0.231,0.077,0.692,0.000,0.000,125.161,147.676,9.761,,,,68.000,50.000
2022-05-02 10:40:30 - 2022-05-02 11:15:33,459.000,Cycling (Indoor),11.150,2103.000,,,,0.214,0.071,0.715,0.000,0.000,126.935,150.000,,19.100,21.600,,,
2022-05-02 14:29:17 - 2022-05-02 14:50:30,96.142,Walking,0.887,1273.044,14.272,624.871,592.608,1.000,0.000,0.000,0.000,0.000,99.251,108.244,5.062,,,,65.000,51.800
2022-05-03 08:44:19 - 2022-05-03 09:15:31,111.073,Yoga,,1871.773,,,,1.000,0.000,0.000,0.000,0.000,65.765,83.655,4.190,,,,93.000,46.400
2022-05-03 08:44:48 - 2022-05-03 09:14:48,137.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,65.789,83.655,,,,,,
2022-05-03 15:51:53 - 2022-05-03 16:01:42,41.097,Functional Strength Training,,588.521,,,,1.000,0.000,0.000,0.000,0.000,89.400,89.400,4.914,,,,95.000,44.600
2022-05-03 15:52:05 - 2022-05-03 16:02:05,62.000,Functional Strength Training (Indoor),,600.000,,,,0.250,0.500,0.250,0.000,0.000,125.600,149.000,,,,,,
2022-05-03 16:05:32 - 2022-05-03 16:17:27,65.561,Functional Strength Training,,715.195,,,,0.500,0.500,0.000,0.000,0.000,117.061,121.414,6.040,,,,93.000,44.600
2022-05-03 16:21:46 - 2022-05-03 16:44:09,123.703,Traditional Strength Training,,1343.143,,,,0.500,0.500,0.000,0.000,0.000,113.662,124.729,4.404,,,,94.000,44.600
2022-05-03 16:21:58 - 2022-05-03 16:42:28,124.000,Functional Strength Training (Indoor),,1230.000,,,,,,,,,,,,,,,,
2022-05-03 16:52:57 - 2022-05-03 17:03:49,52.556,Traditional Strength Training,,652.040,,,,1.000,0.000,0.000,0.000,0.000,86.759,112.034,3.575,,,,95.000,44.600
2022-05-03 16:53:39 - 2022-05-03 17:03:39,62.000,Functional Strength Training (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,78.333,88.000,,,,,,
2022-05-04 09:28:43 - 2022-05-04 09:41:46,45.850,Walking,0.685,782.262,10.269,635.793,591.456,1.000,0.000,0.000,0.000,0.000,89.437,91.365,4.310,,,,83.000,44.600
2022-05-04 09:42:18 - 2022-05-04 09:51:19,46.783,Functional Strength Training,,540.737,,,,1.000,0.000,0.000,0.000,0.000,102.355,102.355,5.883,,,,82.000,44.600
2022-05-04 09:52:28 - 2022-05-04 10:01:12,32.781,Walking,0.432,523.793,7.677,601.812,592.816,1.000,0.000,0.000,0.000,0.000,93.148,93.148,4.596,,,,82.000,44.600
2022-05-04 11:52:53 - 2022-05-04 12:31:57,138.699,Walking,1.665,2088.932,26.345,608.478,592.441,1.000,0.000,0.000,0.000,0.000,92.597,94.011,4.312,,,,78.000,46.400
2022-05-05 10:52:34 - 2022-05-05 11:42:13,146.796,Walking,1.927,2365.775,28.051,621.941,588.531,1.000,0.000,0.000,0.000,0.000,80.815,84.950,4.521,,,,78.000,48.200
2022-05-06 09:07:55 - 2022-05-06 09:30:30,89.019,Walking,1.096,1255.767,8.629,603.871,592.936,1.000,0.000,0.000,0.000,0.000,94.798,96.680,4.681,,,,97.000,48.200
2022-05-07 10:17:15 - 2022-05-07 10:38:29,103.376,Walking,1.103,1274.472,12.402,598.373,592.353,1.000,0.000,0.000,0.000,0.000,90.552,91.190,5.458,,,,46.000,53.600
2022-05-08 12:17:06 - 2022-05-08 12:24:06,34.480,Cycling,1.171,420.660,8.301,604.894,590.878,0.000,1.000,0.000,0.000,0.000,134.459,134.459,5.892,,,,49.000,62.600
2022-05-11 08:59:48 - 2022-05-11 09:21:27,89.549,Walking,1.112,1277.449,10.138,626.653,591.426,1.000,0.000,0.000,0.000,0.000,99.885,102.247,4.855,,,,64.000,80.600
2022-05-11 11:10:04 - 2022-05-11 11:25:42,64.946,Cycling,2.511,938.052,10.400,623.849,591.175,0.250,0.500,0.250,0.000,0.000,127.101,140.132,5.052,,,,54.000,86.000
2022-05-11 20:07:30 - 2022-05-11 20:22:46,90.712,Cycling,2.702,915.974,15.814,614.351,590.856,0.375,0.250,0.375,0.000,0.000,111.889,154.916,6.596,,,,70.000,68.000
2022-05-12 08:13:13 - 2022-05-12 08:25:46,61.774,Walking,0.665,753.019,10.105,613.218,582.047,1.000,0.000,0.000,0.000,0.000,93.578,95.097,5.547,,,,60.000,78.800
2022-05-12 08:25:54 - 2022-05-12 08:38:07,75.184,Functional Strength Training,,732.676,,,,0.000,1.000,0.000,0.000,0.000,124.715,128.000,6.560,,,,,
2022-05-12 08:38:13 - 2022-05-12 08:47:35,43.381,Walking,0.453,526.481,,612.256,588.979,1.000,0.000,0.000,0.000,0.000,107.165,107.165,5.316,,,,,
2022-05-12 10:02:16 - 2022-05-12 10:18:17,81.619,Cycling,2.900,960.284,7.841,609.577,592.460,0.000,1.000,0.000,0.000,0.000,125.855,130.094,5.801,,,,48.000,84.200
2022-05-12 11:29:39 - 2022-05-12 12:35:40,284.689,Tai Chi,,3960.699,,,,1.000,0.000,0.000,0.000,0.000,101.590,112.000,4.966,,,,47.000,82.400
2022-05-13 12:14:39 - 2022-05-13 12:28:43,40.735,Walking,0.439,844.048,16.010,605.384,594.781,1.000,0.000,0.000,0.000,0.000,79.173,89.000,3.669,,,,33.000,87.800
2022-05-13 13:31:55 - 2022-05-13 14:06:37,75.549,Walking,1.074,1398.783,20.407,599.962,592.614,1.000,0.000,0.000,0.000,0.000,92.663,98.000,4.760,,,,31.000,89.600
2022-05-16 08:22:25 - 2022-05-16 08:34:55,45.649,Walking,0.654,750.386,9.613,621.272,597.400,1.000,0.000,0.000,0.000,0.000,85.822,86.130,4.434,,,,,
2022-05-16 08:35:06 - 2022-05-16 08:56:13,106.366,Functional Strength Training,,1267.207,,,,0.800,0.200,0.000,0.000,0.000,103.527,117.561,5.621,,,,,
2022-05-16 08:56:20 - 2022-05-16 09:04:57,33.837,Walking,0.441,516.756,8.301,633.496,599.038,1.000,0.000,0.000,0.000,0.000,104.872,104.872,4.776,,,,,
2022-05-16 18:43:11 - 2022-05-16 19:00:03,91.764,Cycling,2.935,1011.820,8.268,606.724,588.369,0.000,0.200,0.800,0.000,0.000,138.700,153.909,6.387,,,,28.000,77.000
2022-05-17 08:27:32 - 2022-05-17 08:40:37,55.932,Walking,0.661,785.055,6.562,629.447,594.942,1.000,0.000,0.000,0.000,0.000,89.278,90.579,4.995,,,,,
2022-05-17 08:41:45 - 2022-05-17 09:06:55,131.221,Functional Strength Training,,1510.506,,,,0.500,0.500,0.000,0.000,0.000,106.051,116.560,5.743,,,,,
2022-05-17 09:07:22 - 2022-05-17 09:21:13,40.257,Walking,0.453,831.242,12.369,637.079,599.677,1.000,0.000,0.000,0.000,0.000,92.489,98.078,3.666,,,,50.000,57.200
2022-05-17 13:11:30 - 2022-05-17 13:23:16,62.029,Functional Strength Training,,706.715,,,,1.000,0.000,0.000,0.000,0.000,99.146,114.584,5.853,,,,41.000,62.600
2022-05-17 13:35:19 - 2022-05-17 13:58:00,93.809,Pilates,,1361.221,,,,1.000,0.000,0.000,0.000,0.000,83.294,97.226,4.804,,,,41.000,64.400
2022-05-17 13:35:57 - 2022-05-17 13:55:57,124.000,Functional Strength Training (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,81.747,97.226,,,,,,
2022-05-17 14:19:01 - 2022-05-17 14:35:03,86.471,Cycling,2.915,961.704,17.684,608.182,591.594,0.000,1.000,0.000,0.000,0.000,133.853,133.853,6.111,,,,42.000,62.600
2022-05-19 09:07:16 - 2022-05-19 09:19:54,45.219,Walking,0.670,757.610,2.756,607.568,585.950,1.000,0.000,0.000,0.000,0.000,89.470,90.415,4.415,,,,78.000,64.400
2022-05-19 09:20:18 - 2022-05-19 09:44:41,155.224,Functional Strength Training,,1463.133,,,,0.400,0.600,0.000,0.000,0.000,116.627,127.509,6.726,,,,,
2022-05-19 09:44:54 - 2022-05-19 09:53:25,34.687,Walking,0.425,510.835,13.484,622.610,574.254,1.000,0.000,0.000,0.000,0.000,102.532,108.000,4.734,,,,,
2022-05-19 17:25:04 - 2022-05-19 18:02:54,159.310,Walking,1.656,2269.533,25.295,619.957,588.706,0.286,0.714,0.000,0.000,0.000,117.775,121.361,4.846,,,,33.000,86.000
2022-05-20 09:20:31 - 2022-05-20 09:45:39,97.600,Walking,1.120,1507.598,17.848,611.248,590.397,1.000,0.000,0.000,0.000,0.000,89.287,98.000,4.605,,,,73.000,73.400
2022-05-20 10:16:59 - 2022-05-20 11:02:00,432.740,Cycling (Indoor),,2701.146,,,,0.261,0.261,0.478,0.000,0.000,122.384,144.002,9.468,,,,65.000,78.800
2022-05-20 10:17:02 - 2022-05-20 11:02:08,595.000,Cycling (Indoor),14.390,2706.000,,,,0.240,0.240,0.520,0.000,0.000,123.633,144.002,,19.200,21.000,,,
2022-05-20 11:04:30 - 2022-05-20 11:14:20,95.526,Cycling (Indoor),,590.235,,,,0.750,0.000,0.250,0.000,0.000,104.801,149.203,9.637,,,,61.000,80.600
2022-05-20 11:04:35 - 2022-05-20 11:14:18,131.000,Cycling (Indoor),2.800,583.000,,,,1.000,0.000,0.000,0.000,0.000,90.000,95.000,,17.600,26.600,,,
2022-05-20 14:51:00 - 2022-05-20 15:17:17,86.280,Walking,0.857,1352.484,16.568,602.649,573.770,1.000,0.000,0.000,0.000,0.000,81.034,94.002,4.085,,,,55.000,80.600
2022-05-21 11:11:49 - 2022-05-21 11:30:29,69.530,Walking,0.683,1075.467,38.583,603.029,595.638,1.000,0.000,0.000,0.000,0.000,108.138,109.256,5.143,,,,75.000,60.800
2022-05-21 11:30:42 - 2022-05-21 12:41:58,274.192,Functional Strength Training,,4275.417,,,,0.938,0.062,0.000,0.000,0.000,90.260,116.000,4.578,,,,61.000,64.400
2022-05-21 17:35:02 - 2022-05-21 18:01:43,116.021,Walking,1.216,1601.728,,603.046,594.603,1.000,0.000,0.000,0.000,0.000,91.376,92.611,4.980,,,,81.000,57.200
2022-05-22 00:08:54 - 2022-05-22 00:15:05,18.601,Functional Strength Training,,371.055,,,,1.000,0.000,0.000,0.000,0.000,84.173,88.000,3.763,,,,88.000,55.400
2022-05-22 09:23:08 - 2022-05-22 09:47:41,89.664,Walking,1.098,1319.696,,598.425,592.717,1.000,0.000,0.000,0.000,0.000,89.833,99.000,4.458,,,,51.000,55.400
2022-05-22 13:06:18 - 2022-05-22 13:24:49,68.367,Walking,0.904,1110.257,,629.956,599.021,1.000,0.000,0.000,0.000,0.000,97.580,103.000,4.471,,,,44.000,60.800
2022-05-22 18:41:50 - 2022-05-22 18:54:09,62.628,Cycling,2.171,739.142,,613.508,596.470,0.000,0.000,1.000,0.000,0.000,137.341,137.341,5.898,,,,49.000,57.200
2022-05-22 19:22:38 - 2022-05-22 19:32:00,45.463,Cycling,1.818,561.947,,602.961,597.985,0.000,0.000,1.000,0.000,0.000,153.252,153.252,5.651,,,,46.000,57.200
2022-05-23 08:34:03 - 2022-05-23 08:57:12,85.751,Walking,1.128,1286.621,12.500,604.645,591.930,1.000,0.000,0.000,0.000,0.000,85.859,87.854,4.507,,,,58.000,53.600
2022-05-23 09:25:56 - 2022-05-23 10:16:47,360.692,Cycling (Indoor),,2843.797,,,,0.278,0.722,0.000,0.000,0.000,116.854,133.000,7.475,,,,59.000,55.400
2022-05-23 09:25:59 - 2022-05-23 09:30:12,22.000,Cycling (Indoor),0.590,253.000,,,,,,,,,,,,9.800,19.600,,,
2022-05-23 09:31:25 - 2022-05-23 10:16:26,576.000,Cycling (Indoor),14.200,2701.000,,,,0.250,0.750,0.000,0.000,0.000,116.164,133.000,,18.900,21.000,,,
2022-05-23 17:56:36 - 2022-05-23 18:13:58,93.161,Cycling,2.985,1041.690,14.534,604.150,590.006,0.000,0.000,0.500,0.500,0.000,152.425,159.955,6.246,,,,45.000,57.200
2022-05-23 18:14:17 - 2022-05-23 18:30:43,56.780,Walking,0.690,985.755,,599.163,588.274,1.000,0.000,0.000,0.000,0.000,107.189,112.607,3.728,,,,54.000,55.400
2022-05-23 19:15:23 - 2022-05-23 19:34:00,67.015,Walking,0.829,1117.468,,600.340,591.881,1.000,0.000,0.000,0.000,0.000,101.583,105.000,4.245,,,,55.000,53.600
2022-05-23 19:34:17 - 2022-05-23 19:52:27,102.378,Cycling,3.029,1089.329,17.454,630.276,590.076,0.000,0.500,0.500,0.000,0.000,136.960,141.681,6.638,,,,54.000,55.400
2022-05-24 08:37:49 - 2022-05-24 08:58:54,98.746,Walking,1.118,1265.558,18.241,623.831,591.483,1.000,0.000,0.000,0.000,0.000,89.228,89.501,5.308,,,,,
2022-05-24 19:26:12 - 2022-05-24 19:37:45,55.736,Functional Strength Training,,692.729,,,,1.000,0.000,0.000,0.000,0.000,112.391,112.391,5.778,,,,57.000,55.400
2022-05-24 19:47:27 - 2022-05-24 20:07:33,101.417,Cycling,3.268,1205.455,17.848,605.687,590.906,0.000,1.000,0.000,0.000,0.000,124.695,126.506,5.750,,,,59.000,55.400
2022-05-24 22:21:53 - 2022-05-24 22:32:52,64.390,Cycling,2.136,659.530,18.668,602.907,593.340,0.000,0.000,1.000,0.000,0.000,135.192,135.192,6.686,,,,70.000,53.600
2022-05-26 08:41:24 - 2022-05-26 08:57:32,67.103,Walking,0.800,967.722,6.857,630.563,601.890,1.000,0.000,0.000,0.000,0.000,83.830,85.550,4.631,,,,,
2022-05-29 09:00:52 - 2022-05-29 09:13:13,54.164,Walking,0.626,741.255,,660.013,646.842,1.000,0.000,0.000,0.000,0.000,94.440,102.000,5.793,,,,,
2022-05-29 12:06:28 - 2022-05-29 13:31:10,245.405,Cycling,8.092,3143.197,217.717,701.557,584.202,0.571,0.429,0.000,0.000,0.000,108.965,121.186,3.785,,,,79.000,62.600
2022-05-30 12:27:08 - 2022-05-30 12:37:30,64.119,Walking,0.646,622.422,,607.936,595.187,1.000,0.000,0.000,0.000,0.000,97.085,97.085,6.512,,,,44.000,84.200
2022-05-31 08:34:16 - 2022-05-31 08:55:04,79.924,Walking,0.862,1111.430,14.009,602.294,593.060,1.000,0.000,0.000,0.000,0.000,95.312,109.000,4.616,,,,59.000,78.800
2022-05-31 17:34:38 - 2022-05-31 17:56:55,83.357,Yoga,,1237.626,,,,1.000,0.000,0.000,0.000,0.000,80.161,97.000,4.423,,,,47.000,87.800
2022-05-31 17:35:07 - 2022-05-31 17:56:37,86.000,Yoga (Indoor),,1290.000,,,,1.000,0.000,0.000,0.000,0.000,81.628,97.000,,,,,,
2022-06-01 08:56:23 - 2022-06-01 09:07:30,43.032,Walking,0.540,667.003,7.415,624.041,589.638,1.000,0.000,0.000,0.000,0.000,85.477,85.477,4.690,,,,73.000,66.200
2022-06-01 18:41:14 - 2022-06-01 18:49:03,48.973,Cycling,1.437,469.380,13.123,605.657,592.886,0.000,1.000,0.000,0.000,0.000,128.290,128.290,6.900,,,,,
2022-06-02 08:04:04 - 2022-06-02 08:33:22,92.631,Walking,1.111,1338.947,,607.224,592.695,1.000,0.000,0.000,0.000,0.000,100.086,113.000,4.076,,,,68.000,62.600
2022-06-02 09:31:50 - 2022-06-02 10:03:32,98.080,Functional Strength Training,,1902.360,,,,1.000,0.000,0.000,0.000,0.000,81.970,84.221,3.885,,,,57.000,66.200
2022-06-03 08:45:49 - 2022-06-03 09:09:32,99.272,Yoga,,1423.096,,,,1.000,0.000,0.000,0.000,0.000,77.821,107.000,4.527,,,,43.000,69.800
2022-06-03 08:46:17 - 2022-06-03 09:06:17,92.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,105.000,107.000,,,,,,
2022-06-03 09:35:56 - 2022-06-03 09:53:26,64.618,Walking,0.693,1011.013,8.136,605.219,594.260,1.000,0.000,0.000,0.000,0.000,89.230,100.000,4.357,,,,40.000,71.600
2022-06-03 15:45:08 - 2022-06-03 16:14:07,120.783,Walking,1.321,1738.630,6.562,602.929,584.211,1.000,0.000,0.000,0.000,0.000,92.873,101.000,4.828,,,,25.000,78.800
2022-06-03 18:23:58 - 2022-06-03 18:46:11,111.515,Walking,1.283,1332.892,,621.975,597.887,0.972,0.028,0.000,0.000,0.000,104.464,126.565,6.301,,,,22.000,78.800
2022-06-03 18:46:22 - 2022-06-03 18:49:27,22.002,Cycling,0.644,184.811,,599.480,593.674,0.000,0.000,0.265,0.735,0.000,158.059,167.000,7.780,,,,25.000,75.200
2022-06-03 20:28:42 - 2022-06-03 20:41:47,72.088,Cycling,1.997,784.886,7.808,605.128,590.119,0.200,0.600,0.200,0.000,0.000,122.017,136.360,6.402,,,,26.000,73.400
2022-06-04 14:11:46 - 2022-06-04 14:46:32,101.736,Walking,1.267,2085.270,28.970,601.701,589.430,1.000,0.000,0.000,0.000,0.000,90.558,99.000,3.795,,,,52.000,62.600
2022-06-06 14:41:44 - 2022-06-06 14:47:19,22.103,Walking,0.247,334.878,,637.338,593.677,1.000,0.000,0.000,0.000,0.000,90.904,90.904,4.719,,,,59.000,75.200
2022-06-06 21:11:29 - 2022-06-06 21:43:07,132.689,Yoga,,1897.718,,,,1.000,0.000,0.000,0.000,0.000,79.554,86.003,4.619,,,,88.000,62.600
2022-06-06 21:11:34 - 2022-06-06 21:41:34,127.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,81.251,86.003,,,,,,
2022-06-07 08:27:48 - 2022-06-07 08:38:41,48.378,Walking,0.551,652.084,15.223,616.967,594.533,1.000,0.000,0.000,0.000,0.000,87.145,87.145,5.188,,,,87.000,55.400
2022-06-07 09:03:16 - 2022-06-07 09:05:36,9.799,Functional Strength Training,,140.381,,,,1.000,0.000,0.000,0.000,0.000,85.111,102.000,4.894,,,,91.000,55.400
2022-06-07 17:52:07 - 2022-06-07 18:08:55,76.153,Cycling,2.907,1008.290,,607.334,591.622,0.000,1.000,0.000,0.000,0.000,125.982,128.590,5.421,,,,,
2022-06-07 19:04:45 - 2022-06-07 19:40:55,207.982,Functional Strength Training,,2169.931,,,,0.500,0.400,0.100,0.000,0.000,112.994,139.000,6.184,,,,64.000,64.400
2022-06-08 08:19:11 - 2022-06-08 08:23:42,18.126,Walking,0.220,270.528,,616.504,592.197,1.000,0.000,0.000,0.000,0.000,90.038,98.000,4.801,,,,,
2022-06-08 08:24:23 - 2022-06-08 08:30:23,59.040,Jump Rope,0.380,360.027,,,,0.000,0.000,1.000,0.000,0.000,139.856,139.856,9.791,,,,,
