Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Weather: Humidity(%),Weather: Temperature(degF)
2021-10-17 10:52:41 - 2021-10-17 11:04:36,57.028,Walking,0.613,714.736,18.734,599.937,589.234,1.000,0.000,0.000,0.000,0.000,114.776,114.776,5.477,,,50.000,55.400
2021-10-17 11:21:31 - 2021-10-17 11:56:48,191.430,Walking,2.026,2117.076,12.467,633.413,589.384,1.000,0.000,0.000,0.000,0.000,102.652,104.271,5.983,,,46.000,57.200
2021-10-17 15:38:38 - 2021-10-17 16:14:49,171.170,Walking,1.745,2170.551,30.446,606.860,582.031,1.000,0.000,0.000,0.000,0.000,98.035,99.158,5.387,,,34.000,66.200
2021-10-17 19:04:56 - 2021-10-17 19:33:13,117.487,Walking,1.497,1696.911,16.109,607.951,594.543,1.000,0.000,0.000,0.000,0.000,107.459,109.053,4.865,,,40.000,60.800
2021-10-18 08:20:42 - 2021-10-18 08:44:45,111.046,Walking,1.339,1442.538,27.165,632.737,587.857,1.000,0.000,0.000,0.000,0.000,87.523,90.153,5.311,,,69.000,50.000
2021-10-18 17:55:00 - 2021-10-18 18:20:49,101.384,Walking,1.226,1549.142,15.256,615.056,591.409,1.000,0.000,0.000,0.000,0.000,93.712,102.576,4.693,,,41.000,68.000
2021-10-19 08:00:37 - 2021-10-19 08:12:06,57.206,Walking,0.650,689.333,6.857,596.627,592.189,1.000,0.000,0.000,0.000,0.000,93.720,93.720,5.651,,,73.000,53.600
2021-10-19 08:17:35 - 2021-10-19 08:26:52,68.800,Functional Strength Training,,556.793,,,,0.000,0.000,1.000,0.000,0.000,146.564,146.564,7.794,,,73.000,53.600
2021-10-19 08:27:10 - 2021-10-19 08:39:45,60.771,Walking,0.660,755.495,24.606,604.032,591.221,1.000,0.000,0.000,0.000,0.000,108.133,109.493,5.507,,,72.000,55.400
2021-10-19 11:32:16 - 2021-10-19 11:45:44,52.573,Walking,0.607,808.220,20.112,602.287,594.069,1.000,0.000,0.000,0.000,0.000,89.387,89.521,4.585,,,55.000,66.200
2021-10-19 14:29:57 - 2021-10-19 15:15:05,595.000,Cycling (Indoor),14.390,2708.000,,,,0.000,0.333,0.667,0.000,0.000,136.961,140.415,,19.100,20.500,,
2021-10-19 14:30:00 - 2021-10-19 15:15:01,424.462,Cycling (Indoor),,2700.632,,,,0.000,0.200,0.800,0.000,0.000,137.553,140.415,9.453,,,42.000,71.600
2021-10-19 17:17:17 - 2021-10-19 17:21:58,25.357,Functional Strength Training,,281.109,,,,0.778,0.222,0.000,0.000,0.000,107.000,121.000,5.971,,,41.000,69.800
2021-10-20 08:25:52 - 2021-10-20 08:49:43,112.069,Walking,1.334,1430.425,22.703,626.418,595.253,1.000,0.000,0.000,0.000,0.000,88.946,89.327,5.384,,,66.000,57.200
2021-10-20 10:21:42 - 2021-10-20 10:43:38,93.042,Yoga,,1315.253,,,,1.000,0.000,0.000,0.000,0.000,79.403,86.545,4.605,,,62.000,62.600
2021-10-20 10:22:11 - 2021-10-20 10:42:11,82.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,86.545,86.545,,,,,
2021-10-20 16:38:25 - 2021-10-20 16:58:32,117.744,Functional Strength Training,,1207.387,,,,0.500,0.500,0.000,0.000,0.000,114.340,127.794,6.322,,,52.000,69.800
2021-10-20 16:39:21 - 2021-10-20 16:44:21,30.000,Functional Strength Training (Indoor),,300.000,,,,,,,,,,,,,,,
2021-10-20 17:07:35 - 2021-10-20 17:18:40,56.690,Walking,0.651,665.163,9.777,600.776,591.006,1.000,0.000,0.000,0.000,0.000,102.595,102.595,5.808,,,52.000,69.800
2021-10-20 17:19:56 - 2021-10-20 17:35:47,118.107,Functional Strength Training,,950.921,,,,0.000,0.000,1.000,0.000,0.000,139.309,139.309,7.799,,,52.000,69.800
2021-10-20 17:35:55 - 2021-10-20 17:48:04,54.005,Walking,0.656,728.579,16.864,602.505,592.720,1.000,0.000,0.000,0.000,0.000,109.823,111.571,5.205,,,53.000,69.800
2021-10-21 09:01:12 - 2021-10-21 09:19:14,87.092,Walking,0.974,1081.713,10.958,600.385,560.256,1.000,0.000,0.000,0.000,0.000,89.884,91.693,5.490,,,71.000,53.600
2021-10-21 13:32:33 - 2021-10-21 14:07:09,171.389,Functional Strength Training,,2075.906,,,,1.000,0.000,0.000,0.000,0.000,99.386,102.253,5.520,,,79.000,50.000
2021-10-21 17:10:21 - 2021-10-21 17:20:52,91.401,Cycling (Indoor),,630.964,,,,0.000,1.000,0.000,0.000,0.000,130.559,130.559,8.885,,,79.000,53.600
2021-10-21 17:10:52 - 2021-10-21 17:20:52,99.000,Cycling (Indoor),2.810,600.000,,,,,,,,,,,,16.900,22.100,,
2021-10-21 17:23:00 - 2021-10-21 17:27:36,54.902,Cycling (Indoor),,275.734,,,,0.018,0.036,0.109,0.327,0.510,168.491,179.000,11.928,,,78.000,53.600
2021-10-21 17:23:02 - 2021-10-21 17:27:37,98.000,Cycling (Indoor),1.640,275.000,,,,0.000,0.037,0.111,0.333,0.519,169.556,179.000,,18.600,30.900,,
2021-10-21 17:32:16 - 2021-10-21 17:40:43,57.467,Functional Strength Training,,506.501,,,,0.000,1.000,0.000,0.000,0.000,127.965,127.965,7.226,,,78.000,53.600
2021-10-21 17:32:43 - 2021-10-21 17:42:43,50.000,Functional Strength Training (Indoor),,600.000,,,,0.667,0.333,0.000,0.000,0.000,104.417,129.000,,,,,
2021-10-22 09:16:25 - 2021-10-22 09:27:37,53.654,Walking,0.609,672.355,,618.686,559.145,1.000,0.000,0.000,0.000,0.000,98.469,98.469,5.586,,,73.000,46.400
2021-10-22 11:11:28 - 2021-10-22 11:56:29,425.406,Cycling (Indoor),,2700.963,,,,0.000,0.200,0.800,0.000,0.000,137.159,140.394,9.449,,,61.000,48.200
2021-10-22 11:11:29 - 2021-10-22 11:56:35,601.000,Cycling (Indoor),14.440,2706.000,,,,0.000,0.167,0.833,0.000,0.000,136.966,140.394,,19.200,21.500,,
2021-10-22 15:20:08 - 2021-10-22 15:43:54,104.802,Cooldown,,1426.293,,,,1.000,0.000,0.000,0.000,0.000,85.745,90.647,4.993,,,45.000,53.600
2021-10-22 15:57:53 - 2021-10-22 16:07:44,43.319,Walking,0.604,590.491,9.777,594.212,583.666,1.000,0.000,0.000,0.000,0.000,95.688,95.688,5.134,,,,
2021-10-22 16:08:44 - 2021-10-22 16:35:52,204.430,Functional Strength Training,,1628.102,,,,0.000,0.000,1.000,0.000,0.000,137.958,139.056,7.752,,,45.000,53.600
2021-10-22 16:36:20 - 2021-10-22 16:39:25,38.594,Running,0.425,185.382,12.927,596.627,587.200,0.000,0.000,1.000,0.000,0.000,142.750,147.000,12.638,,,46.000,53.600
2021-10-22 16:39:39 - 2021-10-22 16:43:05,16.818,Walking,0.173,206.406,7.185,600.180,595.294,0.000,0.636,0.364,0.000,0.000,135.303,153.000,5.711,,,46.000,53.600
2021-10-22 16:44:06 - 2021-10-22 16:46:41,12.788,Walking,0.078,155.152,15.453,647.659,596.048,0.097,0.903,0.000,0.000,0.000,121.710,130.000,5.693,,,46.000,53.600
2021-10-23 13:59:23 - 2021-10-23 14:33:07,175.269,Walking,1.871,2024.251,39.731,617.317,583.030,1.000,0.000,0.000,0.000,0.000,99.080,101.374,5.798,,,41.000,53.600
2021-10-23 17:20:47 - 2021-10-23 17:30:44,43.186,Walking,0.561,597.458,,610.195,591.105,1.000,0.000,0.000,0.000,0.000,105.214,105.214,5.017,,,49.000,51.800
2021-10-23 22:33:05 - 2021-10-23 22:54:27,64.625,Yoga,,1282.408,,,,1.000,0.000,0.000,0.000,0.000,67.175,71.615,3.715,,,63.000,48.200
2021-10-24 12:05:59 - 2021-10-24 12:26:34,65.537,Yoga,,1235.151,,,,1.000,0.000,0.000,0.000,0.000,71.323,76.379,4.007,,,80.000,51.800
2021-10-24 12:39:56 - 2021-10-24 12:58:44,62.657,Walking,0.691,1127.246,11.647,616.937,592.601,1.000,0.000,0.000,0.000,0.000,84.980,86.896,4.057,,,83.000,50.000
2021-10-25 08:48:36 - 2021-10-25 09:10:14,78.073,Yoga,,1298.636,,,,1.000,0.000,0.000,0.000,0.000,69.643,79.602,4.153,,,90.000,50.000
2021-10-25 08:49:37 - 2021-10-25 09:09:37,87.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,73.926,73.926,,,,,
2021-10-25 13:56:39 - 2021-10-25 14:32:49,195.072,Cycling (Indoor),,1347.123,,,,0.000,1.000,0.000,0.000,0.000,129.503,132.794,8.880,,,85.000,48.200
2021-10-25 13:56:41 - 2021-10-25 14:32:46,439.000,Cycling (Indoor),10.890,2165.000,,,,0.000,1.000,0.000,0.000,0.000,129.503,132.794,,18.100,22.900,,
2021-10-25 18:30:38 - 2021-10-25 18:57:37,71.073,Walking,0.906,883.304,16.503,636.964,592.440,1.000,0.000,0.000,0.000,0.000,85.926,94.199,4.268,,,66.000,51.800
2021-10-27 08:12:02 - 2021-10-27 08:31:05,86.501,Walking,1.087,1143.175,8.136,614.917,590.377,1.000,0.000,0.000,0.000,0.000,88.208,88.386,5.249,,,77.000,44.600
2021-10-28 10:15:32 - 2021-10-28 10:34:18,61.341,Walking,0.729,1126.300,30.381,600.747,595.422,1.000,0.000,0.000,0.000,0.000,83.028,83.979,4.047,,,81.000,53.600
2021-10-28 11:02:18 - 2021-10-28 11:25:00,82.565,Walking,1.062,1361.678,15.650,628.365,588.669,1.000,0.000,0.000,0.000,0.000,99.742,101.851,4.402,,,81.000,53.600
2021-10-30 11:03:18 - 2021-10-30 11:13:39,49.799,Walking,0.579,621.866,,597.875,587.176,1.000,0.000,0.000,0.000,0.000,90.860,90.860,5.578,,,73.000,55.400
2021-10-30 14:24:13 - 2021-10-30 14:33:16,39.393,Walking,0.415,543.049,,623.493,588.661,1.000,0.000,0.000,0.000,0.000,89.368,89.368,5.091,,,69.000,55.400
2021-10-30 17:08:52 - 2021-10-30 17:19:11,51.246,Yoga,,619.292,,,,1.000,0.000,0.000,0.000,0.000,91.550,91.550,5.436,,,70.000,55.400
2021-10-30 17:09:21 - 2021-10-30 17:19:21,46.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,95.000,95.000,,,,,
2021-10-30 17:20:51 - 2021-10-30 17:31:08,49.879,Yoga,,616.958,,,,1.000,0.000,0.000,0.000,0.000,89.956,89.956,5.155,,,70.000,55.400
2021-10-30 17:21:15 - 2021-10-30 17:31:15,46.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,86.500,87.000,,,,,
2021-10-31 10:39:06 - 2021-10-31 10:45:28,30.943,Walking,0.318,381.772,8.530,602.141,596.395,1.000,0.000,0.000,0.000,0.000,92.731,92.731,5.682,,,77.000,50.000
2021-10-31 15:34:45 - 2021-10-31 16:03:14,103.295,Walking,1.428,1709.568,16.962,608.983,596.492,1.000,0.000,0.000,0.000,0.000,99.633,108.000,4.948,,,,
2021-11-01 08:03:59 - 2021-11-01 08:28:06,92.032,Walking,1.333,1395.811,27.625,605.281,591.377,1.000,0.000,0.000,0.000,0.000,95.933,98.867,4.648,,,73.000,37.400
2021-11-01 12:52:34 - 2021-11-01 13:02:34,46.484,Functional Strength Training,,600.102,,,,1.000,0.000,0.000,0.000,0.000,103.998,103.998,5.364,,,49.000,44.600
2021-11-01 12:52:50 - 2021-11-01 13:02:50,62.000,Functional Strength Training (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,105.250,106.000,,,,,
2021-11-01 13:11:57 - 2021-11-01 13:51:12,160.074,Functional Strength Training,,2116.731,,,,1.000,0.000,0.000,0.000,0.000,96.744,101.391,5.005,,,47.000,46.400
2021-11-01 15:22:59 - 2021-11-01 15:31:12,85.882,HIIT,,493.212,,,,0.000,0.000,1.000,0.000,0.000,144.438,144.438,10.338,,,41.000,48.200
2021-11-02 17:39:24 - 2021-11-02 17:50:03,54.548,Functional Strength Training,,638.940,,,,1.000,0.000,0.000,0.000,0.000,107.394,107.394,5.756,,,43.000,44.600
2021-11-02 17:40:18 - 2021-11-02 17:50:18,62.000,Functional Strength Training (Indoor),,600.000,,,,0.000,0.000,1.000,0.000,0.000,142.000,144.000,,,,,
2021-11-02 17:57:38 - 2021-11-02 18:13:53,151.910,HIIT,,974.913,,,,0.000,0.500,0.500,0.000,0.000,136.310,140.919,9.389,,,45.000,44.600
2021-11-02 18:31:29 - 2021-11-02 18:54:58,121.359,Walking,1.427,1408.727,11.581,601.803,523.571,1.000,0.000,0.000,0.000,0.000,98.764,113.901,5.742,,,47.000,42.800
2021-11-02 20:05:00 - 2021-11-02 20:29:39,75.077,Walking,0.487,1479.799,43.274,613.809,562.341,1.000,0.000,0.000,0.000,0.000,96.331,101.366,3.636,,,51.000,42.800
2021-11-02 21:04:54 - 2021-11-02 22:07:16,304.045,Cooldown,,3741.499,,,,1.000,0.000,0.000,0.000,0.000,91.658,106.370,5.486,,,55.000,41.000
2021-11-03 12:21:36 - 2021-11-03 12:29:28,63.717,HIIT,,471.957,,,,0.000,1.000,0.000,0.000,0.000,127.501,127.501,8.367,,,44.000,42.800
2021-11-03 17:38:42 - 2021-11-03 18:05:48,117.697,Traditional Strength Training,,1625.809,,,,0.667,0.333,0.000,0.000,0.000,108.086,118.342,2.859,,,45.000,42.800
2021-11-04 08:35:58 - 2021-11-04 08:56:14,114.052,Walking,1.124,1216.617,34.744,627.310,586.282,0.000,1.000,0.000,0.000,0.000,124.969,128.099,6.127,,,,
2021-11-04 13:07:36 - 2021-11-04 13:37:22,85.678,Walking,1.175,1593.526,11.089,635.134,592.142,1.000,0.000,0.000,0.000,0.000,88.742,89.639,3.802,,,41.000,44.600
2021-11-04 17:02:23 - 2021-11-04 17:10:09,45.449,HIIT,,466.011,,,,1.000,0.000,0.000,0.000,0.000,103.110,103.110,6.412,,,47.000,46.400
2021-11-05 09:00:35 - 2021-11-05 09:16:19,86.458,Walking,1.003,944.716,14.928,626.692,594.275,1.000,0.000,0.000,0.000,0.000,103.138,103.138,6.080,,,69.000,37.400
2021-11-05 10:33:39 - 2021-11-05 10:40:44,33.183,Walking,0.329,424.596,26.608,608.179,592.819,1.000,0.000,0.000,0.000,0.000,99.380,99.380,5.400,,,57.000,44.600
2021-11-05 10:55:07 - 2021-11-05 11:02:46,51.660,Walking,0.442,459.201,507.316,609.322,587.372,1.000,0.000,0.000,0.000,0.000,112.440,112.440,7.316,,,56.000,44.600
2021-11-05 16:10:54 - 2021-11-05 16:18:00,55.869,Rowing,,426.330,,,,0.000,0.000,1.000,0.000,0.000,139.000,139.000,8.183,,,41.000,51.800
2021-11-05 16:19:37 - 2021-11-05 17:00:59,260.654,Traditional Strength Training,,2481.873,,,,0.250,0.750,0.000,0.000,0.000,121.891,129.736,5.476,,,41.000,51.800
2021-11-05 17:08:15 - 2021-11-05 17:20:06,49.052,Walking,0.588,710.731,,606.272,596.490,1.000,0.000,0.000,0.000,0.000,102.464,104.204,4.920,,,44.000,51.800
2021-11-05 17:29:47 - 2021-11-05 17:36:45,36.903,Walking,0.366,418.211,,609.160,594.709,1.000,0.000,0.000,0.000,0.000,107.023,107.023,5.887,,,46.000,48.200
2021-11-06 09:48:43 - 2021-11-06 10:26:12,104.722,Walking,1.169,1290.922,36.811,642.180,594.066,1.000,0.000,0.000,0.000,0.000,88.597,96.670,11.753,,,60.000,44.600
2021-11-06 11:20:50 - 2021-11-06 11:40:50,236.000,Cycling (Indoor),5.960,1200.000,,,,0.000,1.000,0.000,0.000,0.000,125.008,125.008,,17.900,26.300,,
2021-11-06 11:20:56 - 2021-11-06 11:40:56,159.367,Cycling (Indoor),,1200.433,,,,0.000,0.500,0.500,0.000,0.000,132.645,140.282,8.193,,,51.000,48.200
2021-11-06 11:55:46 - 2021-11-06 12:17:48,114.378,Pilates,,1321.552,,,,1.000,0.000,0.000,0.000,0.000,101.659,104.804,5.705,,,47.000,51.800
2021-11-06 11:56:15 - 2021-11-06 12:16:15,124.000,Functional Strength Training (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,104.804,104.804,,,,,
2021-11-06 12:23:09 - 2021-11-06 12:36:20,57.810,Functional Strength Training,,791.284,,,,1.000,0.000,0.000,0.000,0.000,92.693,93.435,5.075,,,48.000,53.600
2021-11-06 12:36:30 - 2021-11-06 12:45:02,38.603,Cooldown,,512.344,,,,1.000,0.000,0.000,0.000,0.000,88.303,88.303,4.702,,,47.000,53.600
2021-11-06 13:41:30 - 2021-11-06 13:50:52,36.627,Walking,0.436,562.036,,597.367,579.425,1.000,0.000,0.000,0.000,0.000,85.469,85.469,4.631,,,46.000,57.200
2021-11-06 14:29:56 - 2021-11-06 15:12:26,89.502,Walking,0.983,1763.328,17.946,600.988,579.342,1.000,0.000,0.000,0.000,0.000,84.330,89.041,3.138,,,46.000,57.200
2021-11-07 09:34:23 - 2021-11-07 09:34:50,2.591,Walking,0.030,26.912,,596.747,592.336,1.000,0.000,0.000,0.000,0.000,110.000,115.000,,,,,
2021-11-07 11:26:03 - 2021-11-07 11:28:37,11.772,Walking,0.136,153.903,,606.281,591.648,1.000,0.000,0.000,0.000,0.000,97.968,103.000,5.578,,,,
2021-11-07 11:35:50 - 2021-11-07 12:05:53,217.958,Functional Strength Training,,1803.204,,,,0.000,0.333,0.667,0.000,0.000,139.165,147.345,7.543,,,54.000,60.800
2021-11-07 12:06:00 - 2021-11-07 12:19:10,59.853,Walking,0.650,790.324,10.203,596.573,588.552,0.000,1.000,0.000,0.000,0.000,118.654,120.792,5.282,,,52.000,60.800
2021-11-07 12:30:19 - 2021-11-07 12:52:12,102.651,Functional Strength Training,,1313.446,,,,1.000,0.000,0.000,0.000,0.000,101.580,107.622,5.357,,,49.000,62.600
2021-11-07 16:03:01 - 2021-11-07 16:27:01,105.156,Walking,1.209,1439.917,16.142,611.280,590.222,1.000,0.000,0.000,0.000,0.000,99.223,99.601,5.135,,,48.000,62.600
2021-11-08 07:49:13 - 2021-11-08 08:01:30,53.058,Walking,0.660,736.700,9.383,636.490,592.556,1.000,0.000,0.000,0.000,0.000,87.278,89.875,5.110,,,69.000,50.000
2021-11-08 08:01:41 - 2021-11-08 08:11:26,55.080,Functional Strength Training,,584.337,,,,1.000,0.000,0.000,0.000,0.000,108.085,108.085,6.165,,,69.000,50.000
2021-11-08 08:11:57 - 2021-11-08 08:23:56,61.203,Walking,0.670,719.251,16.010,602.471,591.954,1.000,0.000,0.000,0.000,0.000,102.722,104.104,5.687,,,67.000,51.800
2021-11-08 10:53:06 - 2021-11-08 11:30:08,91.954,Walking,0.907,1065.996,673.852,723.099,592.711,1.000,0.000,0.000,0.000,0.000,84.889,91.533,13.228,,,55.000,59.000
2021-11-08 16:11:02 - 2021-11-08 16:37:43,108.836,Traditional Strength Training,,1601.571,,,,1.000,0.000,0.000,0.000,0.000,99.555,113.663,2.671,,,,
2021-11-08 16:49:29 - 2021-11-08 17:14:55,66.006,Walking,0.734,902.482,,614.462,592.222,1.000,0.000,0.000,0.000,0.000,84.229,87.699,11.222,,,,
2021-11-09 07:45:03 - 2021-11-09 07:46:24,9.000,Cycling (Indoor),0.230,81.000,,,,,,,,,,,,11.700,20.300,,
2021-11-09 07:45:03 - 2021-11-09 08:31:55,348.716,Cycling (Indoor),,2811.883,,,,0.000,0.800,0.200,0.000,0.000,130.766,136.284,7.725,,,78.000,55.400
2021-11-09 07:46:46 - 2021-11-09 08:31:52,587.000,Cycling (Indoor),14.300,2706.000,,,,0.000,1.000,0.000,0.000,0.000,132.219,133.094,,19.000,21.000,,
2021-11-09 10:09:22 - 2021-11-09 10:50:30,212.302,Walking,2.293,2468.570,35.958,608.636,591.792,1.000,0.000,0.000,0.000,0.000,93.334,94.466,5.770,,,80.000,55.400
2021-11-09 17:06:39 - 2021-11-09 17:54:00,163.067,Walking,2.087,2838.503,,611.366,590.276,1.000,0.000,0.000,0.000,0.000,78.006,85.937,4.226,,,70.000,53.600
2021-11-10 10:08:13 - 2021-11-10 10:18:57,39.385,Traditional Strength Training,,643.769,,,,1.000,0.000,0.000,0.000,0.000,91.955,91.955,1.977,,,68.000,53.600
2021-11-10 10:08:42 - 2021-11-10 10:18:42,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-11-11 11:38:01 - 2021-11-11 12:20:25,147.417,Walking,1.496,1935.305,673.392,605.870,585.760,1.000,0.000,0.000,0.000,0.000,95.351,109.828,8.777,,,84.000,51.800
2021-11-12 10:36:56 - 2021-11-12 11:01:45,107.906,Walking,1.342,1437.232,30.348,601.165,581.496,1.000,0.000,0.000,0.000,0.000,89.649,92.973,5.073,,,64.000,41.000
2021-11-12 16:22:00 - 2021-11-12 16:42:17,179.415,Cycling (Indoor),,1216.832,,,,0.000,0.500,0.500,0.000,0.000,132.495,145.223,8.944,,,83.000,35.600
2021-11-12 16:22:13 - 2021-11-12 16:42:13,245.000,Cycling (Indoor),6.060,1200.000,,,,0.000,1.000,0.000,0.000,0.000,119.767,119.767,,18.100,26.700,,
2021-11-13 14:34:06 - 2021-11-13 14:58:46,116.393,Walking,1.322,1479.200,27.428,604.834,590.396,1.000,0.000,0.000,0.000,0.000,92.126,93.173,5.421,,,62.000,39.200
2021-11-14 12:21:27 - 2021-11-14 12:44:09,101.106,Walking,1.326,1361.854,37.467,607.396,592.229,1.000,0.000,0.000,0.000,0.000,99.467,99.467,5.179,,,83.000,37.400
2021-11-14 12:57:28 - 2021-11-14 14:19:53,390.875,Traditional Strength Training,,4251.701,,,,0.286,0.714,0.000,0.000,0.000,115.557,122.172,4.244,,,83.000,37.400
2021-11-15 10:53:21 - 2021-11-15 11:26:32,177.632,Walking,1.895,1991.223,28.051,602.602,591.550,1.000,0.000,0.000,0.000,0.000,95.088,97.364,5.932,,,59.000,33.800
2021-11-15 12:57:26 - 2021-11-15 14:02:40,349.037,Traditional Strength Training,,3321.612,,,,0.167,0.833,0.000,0.000,0.000,115.789,125.671,5.217,,,68.000,33.800
2021-11-15 20:15:36 - 2021-11-15 20:47:04,166.609,Yoga,,1888.084,,,,1.000,0.000,0.000,0.000,0.000,94.624,97.650,5.847,,,78.000,35.600
2021-11-15 20:15:55 - 2021-11-15 20:45:56,120.000,Yoga (Indoor),,1801.000,,,,1.000,0.000,0.000,0.000,0.000,97.650,97.650,,,,,
2021-11-16 08:38:24 - 2021-11-16 09:02:18,111.811,Walking,1.321,1433.517,24.147,604.260,590.313,1.000,0.000,0.000,0.000,0.000,90.026,92.382,5.387,,,75.000,39.200
2021-11-16 10:30:37 - 2021-11-16 10:39:18,47.798,Walking,0.432,521.515,83.202,622.779,591.303,1.000,0.000,0.000,0.000,0.000,109.218,109.218,5.878,,,70.000,42.800
2021-11-16 13:40:36 - 2021-11-16 14:11:40,151.625,Walking,1.384,1863.663,671.096,1179.995,594.411,1.000,0.000,0.000,0.000,0.000,98.780,102.169,5.444,,,,
2021-11-16 18:10:43 - 2021-11-16 18:38:17,108.539,Walking,1.125,1148.883,51.214,600.411,442.498,1.000,0.000,0.000,0.000,0.000,92.221,104.200,4.798,,,,
2021-11-17 13:23:30 - 2021-11-17 13:38:46,72.225,Yoga,,916.359,,,,1.000,0.000,0.000,0.000,0.000,88.066,88.111,5.153,,,82.000,53.600
2021-11-17 13:23:53 - 2021-11-17 13:38:53,71.000,Yoga (Indoor),,900.000,,,,1.000,0.000,0.000,0.000,0.000,88.556,89.000,,,,,
2021-11-17 15:16:19 - 2021-11-17 15:56:20,350.064,Cycling (Indoor),,2401.374,,,,0.000,1.000,0.000,0.000,0.000,129.854,134.698,8.857,,,84.000,48.200
2021-11-17 15:16:21 - 2021-11-17 15:56:24,523.000,Cycling (Indoor),12.720,2403.000,,,,0.000,1.000,0.000,0.000,0.000,130.083,134.698,,19.100,20.600,,
2021-11-18 08:51:36 - 2021-11-18 09:30:49,119.636,Walking,1.167,1239.772,25.525,751.841,593.988,1.000,0.000,0.000,0.000,0.000,90.829,98.489,12.843,,,58.000,33.800
2021-11-18 17:53:42 - 2021-11-18 18:03:47,36.904,Traditional Strength Training,,605.121,,,,1.000,0.000,0.000,0.000,0.000,89.373,89.373,2.116,,,56.000,33.800
2021-11-18 17:53:43 - 2021-11-18 18:03:43,62.000,Functional Strength Training (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,89.373,89.373,,,,,
2021-11-18 18:11:57 - 2021-11-18 18:27:04,142.472,Cycling (Indoor),,906.530,,,,0.000,0.000,1.000,0.000,0.000,138.353,141.051,9.494,,,58.000,33.800
2021-11-18 18:11:59 - 2021-11-18 18:26:59,195.000,Cycling (Indoor),4.750,900.000,,,,0.000,0.000,1.000,0.000,0.000,135.655,135.655,,19.000,21.700,,
2021-11-18 18:58:51 - 2021-11-18 19:03:44,18.766,Walking,0.242,293.164,,597.748,587.193,1.000,0.000,0.000,0.000,0.000,99.571,114.000,4.738,,,59.000,33.800
2021-11-19 11:55:47 - 2021-11-19 12:17:41,118.882,Walking,1.325,1313.307,41.798,608.968,589.143,1.000,0.000,0.000,0.000,0.000,107.055,111.096,6.056,,,47.000,37.400
2021-11-19 15:58:54 - 2021-11-19 16:13:16,55.190,Walking,0.599,862.535,12.927,599.554,580.637,1.000,0.000,0.000,0.000,0.000,98.917,98.917,4.462,,,48.000,39.200
2021-11-19 20:30:40 - 2021-11-19 20:41:52,46.945,Cooldown,,672.018,,,,1.000,0.000,0.000,0.000,0.000,82.407,82.407,4.910,,,59.000,37.400
2021-11-20 08:06:43 - 2021-11-20 08:32:15,105.769,Walking,1.327,1381.190,40.945,603.644,589.891,1.000,0.000,0.000,0.000,0.000,91.316,93.361,5.017,,,63.000,37.400
2021-11-20 08:36:11 - 2021-11-20 08:57:10,80.840,Yoga,,1259.282,,,,1.000,0.000,0.000,0.000,0.000,88.745,88.841,2.751,,,63.000,39.200
2021-11-20 08:36:40 - 2021-11-20 08:56:40,88.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-11-20 14:38:46 - 2021-11-20 15:05:14,141.659,Walking,1.575,1588.180,17.979,604.289,592.358,1.000,0.000,0.000,0.000,0.000,95.396,98.201,5.947,,,48.000,48.200
2021-11-20 16:44:38 - 2021-11-20 17:32:15,236.474,Functional Strength Training,,2857.122,,,,1.000,0.000,0.000,0.000,0.000,100.037,112.510,5.514,,,50.000,48.200
2021-11-21 11:11:15 - 2021-11-21 11:39:47,104.469,Walking,1.353,1593.689,51.312,601.671,591.285,1.000,0.000,0.000,0.000,0.000,108.216,111.823,4.473,,,69.000,46.400
2021-11-21 12:52:47 - 2021-11-21 13:51:04,382.061,Traditional Strength Training,,3497.268,,,,0.000,1.000,0.000,0.000,0.000,123.666,129.962,5.672,,,54.000,50.000
2021-11-21 13:56:21 - 2021-11-21 14:13:49,57.350,Walking,0.620,700.822,26.608,604.120,593.744,1.000,0.000,0.000,0.000,0.000,98.845,101.589,4.266,,,46.000,53.600
2021-11-22 07:42:03 - 2021-11-22 07:48:01,28.295,Walking,0.310,357.709,15.748,603.341,593.443,1.000,0.000,0.000,0.000,0.000,92.754,92.754,5.481,,,59.000,24.800
